gps_seconds[s],file_name,latitude[deg],longitude[deg],altitude_ellipsoidal[m],roll[deg],pitch[deg],heading[deg],projectedX[m],projectedY[m],projectedZ[m]
1314965269.19628,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000544_Lane1.jpg,52.2173425,0.9456949,95.169,1.48835,-40.10382,67.73309,601321.443,261768.182,49.937
1314965269.33135,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000545_Lane1.jpg,52.2173342,0.9456531,95.23,1.33814,-40.1099,67.68278,601318.624,261767.144,49.998
1314965269.46640,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000546_Lane1.jpg,52.2173258,0.9456112,95.291,1.23421,-40.13115,67.5949,601315.805,261766.096,50.059
1314965269.60140,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000547_Lane1.jpg,52.2173173,0.9455694,95.354,1.13584,-40.18791,67.52219,601312.984,261765.039,50.122
1314965269.73643,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000548_Lane1.jpg,52.2173088,0.9455274,95.42,0.95748,-40.11147,67.50869,601310.16,261763.973,50.188
1314965269.87145,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000549_Lane1.jpg,52.2173002,0.9454855,95.483,0.80635,-40.02929,67.47612,601307.334,261762.901,50.25
1314965270.00672,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000550_Lane1.jpg,52.2172915,0.9454435,95.54,0.67862,-40.04089,67.43591,601304.502,261761.819,50.308
1314965270.14153,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000551_Lane1.jpg,52.2172828,0.9454015,95.6,0.70663,-40.11348,67.30031,601301.679,261760.731,50.368
1314965270.27656,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000552_Lane1.jpg,52.2172739,0.9453595,95.663,0.77701,-40.24854,67.17207,601298.849,261759.632,50.431
1314965270.41160,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000553_Lane1.jpg,52.2172651,0.9453175,95.732,0.47671,-40.20877,67.28172,601296.016,261758.532,50.5
1314965270.54662,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000554_Lane1.jpg,52.2172562,0.9452753,95.803,0.03568,-40.3556,67.3958,601293.173,261757.431,50.57
1314965270.68172,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000555_Lane1.jpg,52.2172473,0.9452329,95.871,-0.23435,-39.33573,67.47676,601290.32,261756.315,50.638
1314965270.81667,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000556_Lane1.jpg,52.2172382,0.9451909,95.893,-0.01684,-40.30076,67.26783,601287.49,261755.194,50.66
1314965270.95194,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000557_Lane1.jpg,52.2172291,0.9451485,95.964,-0.15591,-40.19941,67.22434,601284.639,261754.064,50.732
1314965271.08677,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000558_Lane1.jpg,52.21722,0.9451063,96.042,-0.4327,-40.08171,67.26855,601281.796,261752.933,50.81
1314965271.22178,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000559_Lane1.jpg,52.2172108,0.945064,96.107,-0.66351,-39.74478,67.27349,601278.952,261751.795,50.875
1314965271.35691,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000560_Lane1.jpg,52.2172016,0.9450219,96.153,-0.75713,-39.87697,67.21599,601276.115,261750.65,50.92
1314965271.49183,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000561_Lane1.jpg,52.2171923,0.9449798,96.202,-0.94547,-40.18126,67.23594,601273.284,261749.502,50.97
1314965271.62689,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000562_Lane1.jpg,52.217183,0.9449377,96.271,-1.36605,-39.81029,67.33425,601270.446,261748.352,51.039
1314965271.76188,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000563_Lane1.jpg,52.2171737,0.9448958,96.324,-1.30145,-40.8635,67.15246,601267.63,261747.196,51.091
1314965271.89691,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000564_Lane1.jpg,52.2171641,0.9448537,96.433,-1.08988,-39.60839,67.02593,601264.798,261746.015,51.2
1314965272.03215,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000565_Lane1.jpg,52.2171546,0.9448116,96.486,-1.18252,-40.06975,67.01565,601261.967,261744.841,51.254
1314965272.16699,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000566_Lane1.jpg,52.217145,0.9447696,96.535,-1.16338,-39.18425,66.94535,601259.138,261743.661,51.302
1314965272.30206,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000567_Lane1.jpg,52.2171355,0.9447277,96.545,-1.07396,-40.12263,66.87527,601256.322,261742.483,51.312
1314965272.43706,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000568_Lane1.jpg,52.2171259,0.9446857,96.605,-1.17497,-40.25049,66.85272,601253.499,261741.304,51.372
1314965272.57211,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000569_Lane1.jpg,52.2171163,0.9446437,96.688,-1.32172,-39.70143,66.87495,601250.672,261740.119,51.455
1314965272.70714,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000570_Lane1.jpg,52.2171067,0.9446018,96.741,-1.45198,-39.77891,66.92757,601247.852,261738.934,51.508
1314965272.84221,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000571_Lane1.jpg,52.2170971,0.9445599,96.784,-1.51447,-40.181,66.95406,601245.036,261737.747,51.551
1314965272.97717,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000572_Lane1.jpg,52.2170874,0.944518,96.847,-1.6478,-39.99014,66.99596,601242.215,261736.558,51.614
1314965273.11247,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000573_Lane1.jpg,52.2170777,0.944476,96.909,-1.69482,-39.91915,67.00704,601239.389,261735.364,51.675
1314965273.24724,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000574_Lane1.jpg,52.2170681,0.9444342,96.965,-1.63377,-39.953,66.98278,601236.578,261734.171,51.731
1314965273.38234,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000575_Lane1.jpg,52.2170584,0.9443922,97.023,-1.65346,-39.70793,67.03592,601233.757,261732.976,51.79
1314965273.51729,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000576_Lane1.jpg,52.2170487,0.9443503,97.073,-1.68618,-40.01461,67.1321,601230.941,261731.786,51.839
1314965273.65233,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000577_Lane1.jpg,52.2170391,0.9443084,97.134,-1.69055,-39.9794,67.2006,601228.119,261730.596,51.9
1314965273.78739,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000578_Lane1.jpg,52.2170294,0.9442664,97.193,-1.56941,-39.79481,67.23274,601225.296,261729.406,51.96
1314965273.92238,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000579_Lane1.jpg,52.2170198,0.9442245,97.241,-1.60843,-39.81987,67.37046,601222.475,261728.225,52.007
1314965274.05754,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000580_Lane1.jpg,52.2170103,0.9441824,97.291,-1.68431,-39.8964,67.51829,601219.647,261727.051,52.057
1314965274.19259,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000581_Lane1.jpg,52.2170009,0.9441404,97.349,-1.7418,-39.72221,67.65416,601216.817,261725.882,52.115
1314965274.32748,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000582_Lane1.jpg,52.2169914,0.9440984,97.398,-1.78135,-39.70139,67.78996,601213.99,261724.718,52.164
1314965274.46254,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000583_Lane1.jpg,52.2169821,0.9440563,97.442,-1.78864,-39.73901,67.91651,601211.159,261723.559,52.208
1314965274.59755,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000584_Lane1.jpg,52.2169728,0.9440142,97.485,-2.0984,-39.95292,68.24867,601208.325,261722.412,52.251
1314965274.73260,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000585_Lane1.jpg,52.2169636,0.9439721,97.541,-2.3452,-39.88513,68.53191,601205.492,261721.275,52.307
1314965274.86763,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000586_Lane1.jpg,52.2169544,0.9439299,97.624,-1.94253,-39.3519,68.44814,601202.654,261720.13,52.39
1314965275.00282,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000587_Lane1.jpg,52.2169452,0.9438878,97.669,-1.58546,-39.52046,68.41628,601199.819,261718.99,52.435
1314965275.13770,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000588_Lane1.jpg,52.2169362,0.943846,97.695,-1.60537,-39.65118,68.68517,601197.001,261717.871,52.461
1314965275.27273,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000589_Lane1.jpg,52.2169273,0.943804,97.744,-1.62635,-39.74556,68.80494,601194.175,261716.768,52.51
1314965275.40783,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000590_Lane1.jpg,52.2169185,0.943762,97.807,-1.6838,-39.61492,68.98839,601191.347,261715.673,52.572
1314965275.54280,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000591_Lane1.jpg,52.2169098,0.9437202,97.856,-1.67613,-39.51683,69.15772,601188.529,261714.589,52.622
1314965275.67781,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000592_Lane1.jpg,52.2169012,0.9436784,97.891,-1.67701,-39.8402,69.34578,601185.717,261713.517,52.657
1314965275.81290,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000593_Lane1.jpg,52.2168927,0.9436366,97.941,-1.71677,-39.80654,69.49896,601182.899,261712.453,52.707
1314965275.94787,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000594_Lane1.jpg,52.2168842,0.9435948,97.997,-1.72528,-39.73074,69.6401,601180.081,261711.398,52.762
1314965276.08295,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000595_Lane1.jpg,52.2168758,0.9435529,98.046,-1.72661,-39.84474,69.78852,601177.261,261710.349,52.811
1314965276.21793,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000596_Lane1.jpg,52.2168675,0.9435111,98.099,-1.76018,-39.6132,69.90583,601174.441,261709.309,52.864
1314965276.35294,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000597_Lane1.jpg,52.2168593,0.9434693,98.143,-1.77066,-39.69006,70.00242,601171.625,261708.276,52.908
1314965276.48807,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000598_Lane1.jpg,52.2168511,0.9434275,98.188,-1.79731,-39.69857,70.0948,601168.809,261707.249,52.954
1314965276.62809,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000599_Lane1.jpg,52.2168426,0.9433843,98.239,-1.83847,-39.73692,70.22784,601165.892,261706.191,53.004
1314965276.76808,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000600_Lane1.jpg,52.2168343,0.9433411,98.293,-1.83737,-39.75399,70.31167,601162.979,261705.139,53.058
1314965276.90810,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000601_Lane1.jpg,52.2168259,0.9432979,98.348,-1.77514,-39.7705,70.37655,601160.068,261704.092,53.114
1314965277.04817,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000602_Lane1.jpg,52.2168176,0.9432548,98.403,-1.82972,-39.77847,70.50229,601157.158,261703.052,53.169
1314965277.18824,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000603_Lane1.jpg,52.2168094,0.9432116,98.454,-1.70379,-39.82964,70.50638,601154.251,261702.016,53.219
1314965277.32822,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000604_Lane1.jpg,52.2168012,0.9431686,98.506,-1.74831,-39.61551,70.62063,601151.345,261700.987,53.271
1314965277.46822,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000605_Lane1.jpg,52.2167931,0.9431255,98.551,-1.81366,-39.6361,70.75074,601148.443,261699.966,53.316
1314965277.60827,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000606_Lane1.jpg,52.216785,0.9430825,98.601,-1.81589,-39.57135,70.80911,601145.542,261698.95,53.367
1314965277.74829,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000607_Lane1.jpg,52.216777,0.9430395,98.653,-1.82305,-39.56957,70.85666,601142.641,261697.938,53.418
1314965277.88843,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000608_Lane1.jpg,52.216769,0.9429966,98.696,-1.69125,-39.63881,70.79863,601139.743,261696.926,53.461
1314965278.02853,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000609_Lane1.jpg,52.216761,0.9429537,98.738,-1.48769,-39.70292,70.73115,601136.85,261695.915,53.503
1314965278.16840,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000610_Lane1.jpg,52.216753,0.9429109,98.788,-1.42596,-39.78001,70.72865,601133.965,261694.911,53.553
1314965278.30842,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000611_Lane1.jpg,52.2167451,0.9428681,98.843,-1.39722,-39.93744,70.73278,601131.077,261693.912,53.608
1314965278.44843,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000612_Lane1.jpg,52.2167372,0.9428253,98.901,-1.66902,-39.6379,70.97692,601128.19,261692.918,53.665
1314965278.58849,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000613_Lane1.jpg,52.2167294,0.9427826,98.946,-1.63849,-39.6887,70.96358,601125.307,261691.926,53.71
1314965278.72852,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000614_Lane1.jpg,52.2167214,0.9427398,99.001,-1.19316,-38.93769,70.74644,601122.42,261690.924,53.765
1314965278.86855,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000615_Lane1.jpg,52.2167136,0.9426973,99.009,-0.9993,-40.04006,70.73358,601119.554,261689.932,53.774
1314965279.00880,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000616_Lane1.jpg,52.2167058,0.9426547,99.055,-1.24713,-40.31904,70.95174,601116.678,261688.955,53.82
1314965279.14864,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000617_Lane1.jpg,52.2166982,0.942612,99.139,-1.71453,-39.78538,71.28847,601113.799,261687.989,53.904
1314965279.28876,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000618_Lane1.jpg,52.2166906,0.9425694,99.203,-1.87393,-39.63196,71.54325,601110.922,261687.02,53.968
1314965279.42893,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000619_Lane1.jpg,52.2166829,0.9425268,99.247,-1.69148,-39.70647,71.59457,601108.049,261686.051,54.011
1314965279.56871,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000620_Lane1.jpg,52.2166754,0.9424844,99.288,-1.57441,-39.93553,71.71118,601105.183,261685.093,54.052
1314965279.70876,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000621_Lane1.jpg,52.2166679,0.9424418,99.342,-1.70809,-39.75547,71.89811,601102.307,261684.147,54.107
1314965279.84881,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000622_Lane1.jpg,52.2166606,0.9423992,99.392,-1.96187,-39.95222,72.1584,601099.434,261683.212,54.156
1314965279.98883,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000623_Lane1.jpg,52.2166532,0.9423567,99.447,-1.94538,-39.85926,72.25907,601096.562,261682.28,54.212
1314965280.12895,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000624_Lane1.jpg,52.216646,0.9423141,99.503,-1.90545,-39.79757,72.36845,601093.689,261681.351,54.267
1314965280.26886,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000625_Lane1.jpg,52.2166387,0.9422716,99.558,-1.88964,-39.65614,72.4749,601090.818,261680.43,54.322
1314965280.40896,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000626_Lane1.jpg,52.2166315,0.9422291,99.601,-1.79171,-39.75564,72.54509,601087.945,261679.513,54.365
1314965280.54893,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000627_Lane1.jpg,52.2166244,0.9421865,99.646,-1.8729,-39.66733,72.70357,601085.072,261678.606,54.41
1314965280.68899,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000628_Lane1.jpg,52.2166174,0.942144,99.688,-1.87995,-39.77791,72.79734,601082.199,261677.705,54.452
1314965280.82903,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000629_Lane1.jpg,52.2166104,0.9421014,99.739,-1.84333,-39.61943,72.87541,601079.324,261676.808,54.503
1314965280.96906,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000630_Lane1.jpg,52.2166034,0.9420589,99.788,-1.83706,-39.81672,72.96363,601076.45,261675.917,54.552
1314965281.10911,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000631_Lane1.jpg,52.2165965,0.9420163,99.841,-1.82813,-39.85186,73.04364,601073.572,261675.03,54.605
1314965281.24920,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000632_Lane1.jpg,52.2165897,0.9419737,99.892,-1.82905,-39.86311,73.13386,601070.692,261674.147,54.656
1314965281.38920,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000633_Lane1.jpg,52.2165828,0.9419311,99.941,-1.85749,-39.74353,73.25794,601067.812,261673.271,54.705
1314965281.52916,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000634_Lane1.jpg,52.2165761,0.9418885,99.987,-1.83795,-39.71509,73.32522,601064.933,261672.399,54.751
1314965281.66921,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000635_Lane1.jpg,52.2165693,0.9418458,100.036,-1.87129,-39.71804,73.44492,601062.051,261671.532,54.8
1314965281.80922,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000636_Lane1.jpg,52.2165627,0.9418032,100.086,-1.9684,-39.77194,73.5933,601059.171,261670.673,54.85
1314965281.94926,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000637_Lane1.jpg,52.216556,0.9417606,100.136,-1.99961,-39.94689,73.69043,601056.292,261669.818,54.9
1314965282.09439,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000638_Lane1.jpg,52.2165492,0.9417164,100.194,-1.96379,-39.71332,73.77444,601053.305,261668.933,54.958
1314965282.23934,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000639_Lane1.jpg,52.2165424,0.9416724,100.24,-1.98905,-39.71207,73.88994,601050.326,261668.057,55.003
1314965282.38442,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000640_Lane1.jpg,52.2165357,0.9416283,100.284,-2.00702,-39.90698,73.99534,601047.349,261667.187,55.048
1314965282.52939,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000641_Lane1.jpg,52.216529,0.9415843,100.345,-2.03082,-39.79007,74.07539,601044.37,261666.322,55.109
1314965282.67442,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000642_Lane1.jpg,52.2165224,0.9415403,100.402,-1.98524,-39.80239,74.12897,601041.393,261665.462,55.166
1314965282.81945,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000643_Lane1.jpg,52.2165158,0.9414963,100.455,-1.96783,-39.81642,74.24394,601038.418,261664.606,55.218
1314965282.96453,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000644_Lane1.jpg,52.2165092,0.9414522,100.507,-2.03079,-39.6202,74.35111,601035.44,261663.756,55.271
1314965283.10957,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000645_Lane1.jpg,52.2165027,0.9414082,100.552,-1.89314,-39.74154,74.38729,601032.465,261662.91,55.315
1314965283.25459,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000646_Lane1.jpg,52.2164963,0.9413643,100.595,-1.87452,-40.01423,74.46189,601029.496,261662.072,55.358
1314965283.39965,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000647_Lane1.jpg,52.2164899,0.9413204,100.654,-1.85085,-39.83167,74.55829,601026.523,261661.239,55.418
1314965283.54465,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000648_Lane1.jpg,52.2164835,0.9412764,100.714,-1.91607,-39.51508,74.68496,601023.548,261660.413,55.477
1314965283.68972,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000649_Lane1.jpg,52.2164773,0.9412325,100.754,-1.94564,-39.67728,74.80877,601020.578,261659.593,55.517
1314965283.83468,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000650_Lane1.jpg,52.216471,0.9411887,100.798,-1.94668,-39.92072,74.91971,601017.613,261658.78,55.561
1314965283.97975,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000651_Lane1.jpg,52.2164648,0.9411448,100.858,-1.93188,-39.8418,75.01908,601014.641,261657.971,55.621
1314965284.12478,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000652_Lane1.jpg,52.2164587,0.9411009,100.915,-1.87245,-39.73165,75.04743,601011.67,261657.166,55.678
1314965284.26978,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000653_Lane1.jpg,52.2164526,0.941057,100.961,-1.81147,-39.93456,75.11629,601008.704,261656.366,55.724
1314965284.41483,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000654_Lane1.jpg,52.2164466,0.9410131,101.018,-1.81386,-39.73023,75.21843,601005.731,261655.572,55.781
1314965284.55986,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000655_Lane1.jpg,52.2164406,0.9409692,101.072,-1.7733,-39.67815,75.29064,601002.759,261654.783,55.834
1314965284.70490,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000656_Lane1.jpg,52.2164346,0.9409253,101.116,-1.78042,-39.99245,75.4061,600999.789,261654.001,55.879
1314965284.84997,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000657_Lane1.jpg,52.2164288,0.9408814,101.174,-1.93948,-39.88837,75.61343,600996.813,261653.227,55.936
1314965284.99497,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000658_Lane1.jpg,52.2164229,0.9408374,101.231,-2.07431,-39.81897,75.77065,600993.837,261652.459,55.994
1314965285.14005,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000659_Lane1.jpg,52.2164171,0.9407934,101.283,-2.01985,-39.79664,75.84651,600990.86,261651.692,56.046
1314965285.28510,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000660_Lane1.jpg,52.2164114,0.9407495,101.334,-1.9665,-39.79969,75.91275,600987.884,261650.929,56.097
1314965285.43013,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000661_Lane1.jpg,52.2164057,0.9407055,101.39,-1.87151,-39.78104,75.93171,600984.906,261650.171,56.153
1314965285.57511,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000662_Lane1.jpg,52.2164,0.9406616,101.44,-1.94601,-40.07391,76.11445,600981.932,261649.422,56.202
1314965285.72023,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000663_Lane1.jpg,52.2163944,0.9406176,101.5,-2.01372,-40.07861,76.24812,600978.954,261648.679,56.263
1314965285.86519,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000664_Lane1.jpg,52.2163889,0.9405737,101.566,-1.90016,-39.84348,76.27085,600975.977,261647.939,56.328
1314965286.01040,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000665_Lane1.jpg,52.2163833,0.9405297,101.621,-1.78466,-39.77995,76.31388,600972.998,261647.202,56.383
1314965286.15531,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000666_Lane1.jpg,52.2163779,0.9404859,101.669,-1.81152,-40.00487,76.4585,600970.03,261646.476,56.431
1314965286.30027,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000667_Lane1.jpg,52.2163725,0.940442,101.731,-1.8349,-39.77608,76.57084,600967.06,261645.756,56.493
1314965286.44529,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000668_Lane1.jpg,52.2163672,0.9403983,101.788,-1.87069,-39.76213,76.70042,600964.095,261645.044,56.55
1314965286.59035,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000669_Lane1.jpg,52.2163619,0.9403545,101.846,-1.82433,-39.69997,76.78265,600961.132,261644.337,56.608
1314965286.73537,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000670_Lane1.jpg,52.2163567,0.9403109,101.896,-1.81229,-39.82501,76.89693,600958.174,261643.638,56.658
1314965286.88039,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000671_Lane1.jpg,52.2163516,0.9402672,101.949,-1.74665,-39.88973,76.98355,600955.215,261642.944,56.711
1314965287.02564,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000672_Lane1.jpg,52.2163465,0.9402234,102.005,-1.74742,-39.85073,77.08337,600952.249,261642.256,56.767
1314965287.17050,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000673_Lane1.jpg,52.2163415,0.9401798,102.06,-1.71389,-39.88961,77.18568,600949.292,261641.574,56.822
1314965287.31549,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000674_Lane1.jpg,52.2163365,0.9401361,102.114,-1.71124,-40.03654,77.29567,600946.33,261640.899,56.876
1314965287.46056,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000675_Lane1.jpg,52.2163315,0.9400923,102.175,-1.69674,-39.96331,77.39843,600943.363,261640.228,56.936
1314965287.60563,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000676_Lane1.jpg,52.2163266,0.9400485,102.232,-1.65217,-39.91251,77.46943,600940.393,261639.563,56.993
1314965287.75064,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000677_Lane1.jpg,52.2163218,0.9400047,102.281,-1.71914,-39.90479,77.63846,600937.422,261638.903,57.042
1314965287.89574,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000678_Lane1.jpg,52.216317,0.9399608,102.334,-1.68349,-39.66085,77.71692,600934.446,261638.249,57.095
1314965288.04084,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000679_Lane1.jpg,52.2163123,0.9399169,102.382,-1.70765,-39.91081,77.85989,600931.47,261637.602,57.144
1314965288.18586,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000680_Lane1.jpg,52.2163076,0.939873,102.441,-1.69799,-39.75465,77.96082,600928.489,261636.961,57.202
1314965288.33074,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000681_Lane1.jpg,52.216303,0.9398292,102.485,-1.74256,-40.31099,78.14397,600925.516,261636.328,57.246
1314965288.47578,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000682_Lane1.jpg,52.2162985,0.9397852,102.553,-1.9162,-40.22228,78.36651,600922.532,261635.703,57.314
1314965288.62083,A14EBWBJ47AWoolpittoHaugleyBridge_sideview_000008_000683_Lane1.jpg,52.216294,0.9397411,102.626,-1.90398,-39.99193,78.4517,600919.543,261635.082,57.388
